,Account,Company,Order,SKU,Country,Year,Quantity,UnitPrice,transactionComplete
2467,123456776,My SQ Man,99998,s1-supercomputer,Costa Rica,1973,1866,156,False
2468,123456786,Super Sexy Dingo,99995,s1-supercomputer,Vietnam,1993,2147,456,True
2469,123456784,GitHub,99989,s10-supercomputer,Afghanistan,2001,5524,669,True
2470,123456785,Loolo INC,99989,s10-supercomputer,Mozambique,2013,2353,432,True
2471,123456776,Kirlosker Service Center,99985,s3-supercomputer,Faroe Islands,2017,5723,120,True
2472,123456773,Pryianka Ji,99989,s8-supercomputer,Somalia,2018,1167,264,True
2473,123456779,ABC Dogma,99985,s8-supercomputer,South Africa,1983,3435,210,False
2474,123456786,SAS Web Tec,99983,s9-supercomputer,Bosnia and Herzegovina,2016,2829,468,False
2475,123456784,Kulas Inc,99986,s5-supercomputer,Macao,1980,6414,347,True
2476,123456789,Gen Power,99980,s11-supercomputer,Switzerland,2012,5768,59,False
2477,123456774,Super Sexy Dingo,99992,s7-supercomputer,Mozambique,1972,2969,669,True
2478,123456778,Kulas Inc,99997,s8-supercomputer,Comoros,1997,5940,91,False
2479,123456788,Will LLC,99998,s4-supercomputer,Guernsey,1986,4214,120,True
2480,123456774,My SQ Man,99994,s9-supercomputer,Uzbekistan,2003,801,518,True
2481,123456773,Gen Power,99990,s1-supercomputer,El Salvador,1993,3881,543,True
2482,123456772,GitHub,99982,s3-supercomputer,Venezuela,1989,915,62,True
2483,123456783,Loolo INC,99985,s6-supercomputer,New Zealand,1987,1997,307,False
2484,123456775,My SQ Man,99981,s3-supercomputer,Estonia,2006,160,324,True
2485,123456780,Kirlosker Service Center,99994,s6-supercomputer,France,1980,4699,108,False
2486,123456787,Will LLC,99983,s8-supercomputer,Netherlands Antilles,1992,7517,681,False
2487,123456780,Kirlosker Service Center,99998,s5-supercomputer,Canada,1982,4754,556,False
2488,123456777,Kulas Inc,99990,s5-supercomputer,Hungary,1987,1646,28,False
2489,123456786,Pryianka Ji,99999,s11-supercomputer,Tokelau,2008,403,189,False
2490,123456778,SAS Web Tec,99983,s1-supercomputer,Uruguay,1984,5752,218,False
2491,123456776,Super Sexy Dingo,99998,s11-supercomputer,Czech Republic,2003,5610,604,False
2492,123456786,Pryianka Ji,99997,s4-supercomputer,Grenada,1999,3445,536,False
2493,123456775,Will LLC,99986,s9-supercomputer,Palestinian Territory,1980,5725,10,False
2494,123456786,Will LLC,99993,s8-supercomputer,Algeria,2012,5978,72,False
2495,123456784,GitHub,99985,s3-supercomputer,Netherlands,2019,4559,412,False
2496,123456773,Loolo INC,99991,s7-supercomputer,Kiribati,1993,517,629,False
2497,123456772,SAS Web Tec,99990,s5-supercomputer,New Caledonia,1979,1112,378,False
2498,123456776,Name IT,99999,s3-supercomputer,Saudi Arabia,1994,9675,475,True
2499,123456788,Gen Power,99985,s6-supercomputer,Uganda,1982,7319,381,True
2500,123456787,Name IT,99991,s10-supercomputer,Cocos (Keeling) Islands,1998,470,251,True
2501,123456782,Super Sexy Dingo,99994,s8-supercomputer,Zambia,2016,3010,466,True
2502,123456783,GitHub,99980,s11-supercomputer,Korea,2006,7994,32,True
2503,123456786,SAS Web Tec,99986,s9-supercomputer,Australia,1979,1806,595,False
2504,123456771,Kulas Inc,99986,s7-supercomputer,Burkina Faso,1994,350,394,True
2505,123456786,Kirlosker Service Center,99985,s3-supercomputer,Angola,1973,5949,324,True
2506,123456771,My SQ Man,99983,s8-supercomputer,Qatar,2005,6053,177,False
2507,123456789,SAS Web Tec,99996,s4-supercomputer,Samoa,2010,9861,355,True
2508,123456772,Super Sexy Dingo,99987,s10-supercomputer,French Southern Territories,1991,3265,363,False
2509,123456778,Will LLC,99985,s8-supercomputer,Slovakia (Slovak Republic),1993,4651,449,True
2510,123456789,SAS Web Tec,99999,s8-supercomputer,Uganda,1982,653,657,True
2511,123456774,Will LLC,99987,s2-supercomputer,Christmas Island,2001,7500,625,True
2512,123456789,Gen Power,99980,s4-supercomputer,Northern Mariana Islands,1995,2488,397,True
2513,123456784,Kulas Inc,99999,s4-supercomputer,Antarctica (the territory South of 60 deg S),2011,6424,254,False
2514,123456772,ABC Dogma,99999,s10-supercomputer,Costa Rica,2000,3206,72,False
2515,123456779,SAS Web Tec,99995,s3-supercomputer,Austria,1975,2766,589,True
2516,123456782,Super Sexy Dingo,99994,s7-supercomputer,Niger,1998,1185,484,True
2517,123456785,ABC Dogma,99998,s11-supercomputer,Spain,1973,1445,255,False
2518,123456778,Loolo INC,99985,s9-supercomputer,Somalia,1993,8162,594,False
2519,123456788,ABC Dogma,99983,s1-supercomputer,Liberia,1997,8627,333,False
2520,123456771,Kulas Inc,99989,s5-supercomputer,Guatemala,1987,1273,216,True
2521,123456772,Pryianka Ji,99987,s2-supercomputer,Svalbard & Jan Mayen Islands,1970,8660,413,False
2522,123456775,My SQ Man,99996,s6-supercomputer,Mali,2018,4859,25,True
2523,123456786,Gen Power,99999,s6-supercomputer,Saint Lucia,2008,4987,512,False
2524,123456784,Super Sexy Dingo,99995,s5-supercomputer,Panama,1973,9064,519,False
2525,123456780,GitHub,99986,s8-supercomputer,Niue,2006,5791,41,False
2526,123456776,Pryianka Ji,99994,s11-supercomputer,Mayotte,2006,7846,199,False
2527,123456776,Name IT,99991,s4-supercomputer,Ukraine,2008,2539,16,False
2528,123456789,Gen Power,99990,s9-supercomputer,Dominican Republic,1988,603,359,True
2529,123456777,ABC Dogma,99995,s1-supercomputer,Ethiopia,1977,2406,660,True
2530,123456771,Loolo INC,99991,s4-supercomputer,Central African Republic,2018,3209,310,False
2531,123456786,Kirlosker Service Center,99999,s9-supercomputer,Bolivia,2009,2263,506,False
2532,123456782,Pryianka Ji,99982,s5-supercomputer,Eritrea,2006,7171,237,True
2533,123456773,Gen Power,99996,s3-supercomputer,Saint Helena,1996,5050,556,True
2534,123456782,Kirlosker Service Center,99999,s6-supercomputer,Guatemala,2012,8098,562,False
2535,123456789,Will LLC,99985,s1-supercomputer,Dominican Republic,1990,4013,305,False
2536,123456774,Kulas Inc,99982,s2-supercomputer,United States Minor Outlying Islands,1972,8239,599,False
2537,123456776,Will LLC,99992,s6-supercomputer,Namibia,1978,1700,503,False
2538,123456787,Super Sexy Dingo,99989,s2-supercomputer,Panama,1979,9151,523,False
2539,123456787,ABC Dogma,99989,s5-supercomputer,Malta,1995,9588,13,False
2540,123456771,Will LLC,99985,s6-supercomputer,Armenia,1987,378,144,True
2541,123456780,Kirlosker Service Center,99999,s3-supercomputer,Greece,1975,4772,331,True
2542,123456781,SAS Web Tec,99983,s2-supercomputer,China,2007,1935,225,False
2543,123456786,ABC Dogma,99985,s7-supercomputer,Estonia,1985,1808,217,False
2544,123456785,My SQ Man,99992,s3-supercomputer,Tuvalu,1971,8790,164,True
2545,123456787,Gen Power,99991,s3-supercomputer,Colombia,1994,959,265,False
2546,123456789,Name IT,99986,s9-supercomputer,Canada,1997,3029,200,False
2547,123456785,SAS Web Tec,99998,s4-supercomputer,Estonia,1975,2338,266,False
2548,123456784,GitHub,99980,s5-supercomputer,Hungary,2013,9050,327,False
2549,123456777,Pryianka Ji,99987,s3-supercomputer,Bangladesh,2003,8325,534,False
2550,123456786,Kulas Inc,99991,s3-supercomputer,Switzerland,2015,9928,287,True
2551,123456780,Super Sexy Dingo,99996,s3-supercomputer,Bhutan,1970,2868,62,True
2552,123456779,SAS Web Tec,99992,s2-supercomputer,Grenada,1975,4364,457,True
2553,123456771,Kirlosker Service Center,99992,s5-supercomputer,Ecuador,1997,8453,672,True
2554,123456782,Gen Power,99992,s6-supercomputer,Bouvet Island (Bouvetoya),1986,6845,446,True
2555,123456784,Loolo INC,99999,s2-supercomputer,Namibia,1982,4320,23,True
2556,123456781,My SQ Man,99986,s11-supercomputer,Equatorial Guinea,2019,4909,86,False
2557,123456786,SAS Web Tec,99997,s10-supercomputer,Palau,1992,1942,224,False
2558,123456773,My SQ Man,99986,s3-supercomputer,Malta,1975,8858,190,True
2559,123456784,Name IT,99986,s3-supercomputer,Marshall Islands,2017,5086,559,False
2560,123456774,SAS Web Tec,99991,s5-supercomputer,Nicaragua,1991,176,346,False
2561,123456788,My SQ Man,99987,s7-supercomputer,Guadeloupe,2016,2213,241,False
2562,123456772,Kirlosker Service Center,99980,s10-supercomputer,Sierra Leone,1980,7522,249,True
2563,123456787,Pryianka Ji,99991,s11-supercomputer,South Africa,1992,63,205,True
2564,123456788,GitHub,99980,s3-supercomputer,Malawi,2017,1295,183,True
2565,123456779,GitHub,99994,s5-supercomputer,Pakistan,1976,3492,348,True
2566,123456785,GitHub,99989,s2-supercomputer,Kazakhstan,1972,1900,431,False
2567,123456786,Loolo INC,99993,s1-supercomputer,Luxembourg,2012,3854,184,True
2568,123456775,Super Sexy Dingo,99982,s6-supercomputer,Mayotte,1989,8631,264,True
2569,123456772,Loolo INC,99982,s4-supercomputer,Heard Island and McDonald Islands,2016,8541,637,False
2570,123456771,SAS Web Tec,99996,s11-supercomputer,Kuwait,1979,3682,18,True
2571,123456789,SAS Web Tec,99992,s10-supercomputer,Guadeloupe,2006,6544,272,False
2572,123456779,GitHub,99983,s9-supercomputer,Greece,1983,7643,513,False
2573,123456784,My SQ Man,99985,s6-supercomputer,Tonga,2002,3049,236,True
2574,123456786,My SQ Man,99989,s5-supercomputer,Papua New Guinea,2008,5232,48,False
2575,123456789,SAS Web Tec,99996,s8-supercomputer,United Kingdom,1987,9297,684,True
2576,123456773,SAS Web Tec,99987,s6-supercomputer,Mexico,1983,8713,675,False
2577,123456780,Will LLC,99998,s3-supercomputer,Mozambique,1976,5697,233,False
2578,123456779,Gen Power,99992,s2-supercomputer,Turkmenistan,1989,1670,126,False
2579,123456777,Kirlosker Service Center,99981,s2-supercomputer,Bahamas,1992,7291,436,True
2580,123456782,My SQ Man,99987,s10-supercomputer,Costa Rica,2003,1028,112,True
2581,123456786,Loolo INC,99983,s7-supercomputer,Mexico,1992,8247,429,False
2582,123456784,GitHub,99982,s10-supercomputer,Morocco,1996,2107,698,True
2583,123456783,Kulas Inc,99999,s6-supercomputer,Lao People's Democratic Republic,1988,1874,57,True
2584,123456774,Super Sexy Dingo,99997,s5-supercomputer,Kuwait,1988,1918,476,True
2585,123456781,Pryianka Ji,99993,s7-supercomputer,Solomon Islands,1991,2886,355,True
2586,123456787,Kirlosker Service Center,99985,s6-supercomputer,Tuvalu,1994,7926,58,True
2587,123456775,Kirlosker Service Center,99993,s10-supercomputer,Taiwan,2005,2954,578,False
2588,123456788,Gen Power,99987,s6-supercomputer,Martinique,2000,9285,123,True
2589,123456772,Kulas Inc,99997,s2-supercomputer,Canada,1999,273,193,False
2590,123456788,Gen Power,99998,s11-supercomputer,Romania,1981,8490,305,False
2591,123456782,GitHub,99992,s6-supercomputer,United States of America,1999,4415,17,True
2592,123456771,Super Sexy Dingo,99982,s7-supercomputer,Bosnia and Herzegovina,2017,161,423,False
2593,123456781,Loolo INC,99997,s10-supercomputer,New Zealand,1991,595,499,True
2594,123456784,My SQ Man,99993,s11-supercomputer,Cambodia,1992,6629,549,True
2595,123456785,SAS Web Tec,99994,s3-supercomputer,Lesotho,1970,3885,585,False
2596,123456782,Kulas Inc,99996,s11-supercomputer,Tonga,1994,5578,409,True
2597,123456786,Kulas Inc,99981,s4-supercomputer,Bangladesh,1983,964,553,True
2598,123456784,Will LLC,99993,s7-supercomputer,Oman,1990,3022,474,True
2599,123456778,SAS Web Tec,99992,s11-supercomputer,Angola,1999,9102,171,True
2600,123456771,Will LLC,99999,s1-supercomputer,Myanmar,2003,644,444,False
2601,123456787,SAS Web Tec,99990,s3-supercomputer,Bouvet Island (Bouvetoya),1999,3143,24,True
2602,123456783,Pryianka Ji,99994,s1-supercomputer,Malta,2003,5833,649,True
2603,123456789,SAS Web Tec,99986,s9-supercomputer,French Southern Territories,2018,2529,451,True
2604,123456782,SAS Web Tec,99995,s4-supercomputer,Guernsey,2004,1094,192,True
2605,123456773,Will LLC,99996,s11-supercomputer,Madagascar,1998,6107,492,False
2606,123456782,Name IT,99982,s4-supercomputer,Chile,1998,3170,505,False
2607,123456772,SAS Web Tec,99997,s10-supercomputer,Barbados,2018,4986,669,False
2608,123456771,Name IT,99997,s4-supercomputer,Cayman Islands,2002,9565,404,False
2609,123456783,Loolo INC,99997,s10-supercomputer,Pakistan,2002,8560,365,False
2610,123456780,Gen Power,99989,s3-supercomputer,Saint Vincent and the Grenadines,2003,8254,156,True
2611,123456777,Kirlosker Service Center,99986,s9-supercomputer,Bolivia,1986,3977,93,True
2612,123456786,Will LLC,99996,s1-supercomputer,Guatemala,1971,1172,504,True
2613,123456786,Super Sexy Dingo,99989,s11-supercomputer,Ghana,1987,9563,577,False
2614,123456789,ABC Dogma,99999,s5-supercomputer,Montserrat,1984,244,220,False
2615,123456777,My SQ Man,99981,s9-supercomputer,Papua New Guinea,1995,8690,134,False
2616,123456784,Name IT,99993,s11-supercomputer,Bosnia and Herzegovina,2009,1310,688,False
2617,123456770,SAS Web Tec,99991,s1-supercomputer,Mayotte,1998,3068,471,False
2618,123456770,Kirlosker Service Center,99998,s6-supercomputer,China,1995,6211,472,True
2619,123456786,Pryianka Ji,99989,s10-supercomputer,Brunei Darussalam,1993,5510,412,False
2620,123456789,ABC Dogma,99993,s11-supercomputer,Madagascar,1992,2302,281,True
2621,123456775,Will LLC,99993,s4-supercomputer,Cayman Islands,1984,4715,248,True
2622,123456789,Loolo INC,99991,s2-supercomputer,Switzerland,2007,548,583,False
2623,123456784,Will LLC,99989,s6-supercomputer,Tuvalu,1993,9330,32,True
2624,123456774,Name IT,99994,s6-supercomputer,Guam,1993,6585,238,False
2625,123456784,GitHub,99994,s11-supercomputer,Switzerland,2002,6003,28,True
2626,123456776,Kirlosker Service Center,99993,s6-supercomputer,Kiribati,1994,1760,167,False
2627,123456778,Loolo INC,99986,s1-supercomputer,Greece,2002,6931,306,True
2628,123456780,Loolo INC,99992,s3-supercomputer,Afghanistan,1996,1267,156,True
2629,123456781,Loolo INC,99991,s10-supercomputer,Reunion,1987,4637,197,True
2630,123456776,Kirlosker Service Center,99986,s4-supercomputer,Libyan Arab Jamahiriya,1975,2989,213,True
2631,123456779,Pryianka Ji,99992,s1-supercomputer,Netherlands Antilles,1999,861,564,True
2632,123456774,ABC Dogma,99997,s7-supercomputer,Tuvalu,1975,1295,390,False
2633,123456773,Pryianka Ji,99987,s2-supercomputer,Nauru,1987,9104,224,True
2634,123456781,Gen Power,99999,s6-supercomputer,Kazakhstan,1975,4214,405,True
2635,123456771,Super Sexy Dingo,99986,s11-supercomputer,Libyan Arab Jamahiriya,1973,1017,166,True
2636,123456771,Super Sexy Dingo,99986,s11-supercomputer,Uganda,2016,7064,674,True
2637,123456776,My SQ Man,99987,s7-supercomputer,Netherlands,2000,7375,383,True
2638,123456778,Kulas Inc,99987,s7-supercomputer,Oman,1990,6215,68,True
2639,123456771,Gen Power,99981,s6-supercomputer,Uruguay,2015,308,360,False
2640,123456775,Kulas Inc,99981,s7-supercomputer,Burkina Faso,1987,4468,361,False
2641,123456782,Pryianka Ji,99986,s5-supercomputer,Ecuador,1975,8995,106,False
2642,123456787,Gen Power,99996,s11-supercomputer,El Salvador,1996,1744,671,False
2643,123456781,Loolo INC,99982,s2-supercomputer,Chile,1997,7063,551,False
2644,123456784,Gen Power,99989,s2-supercomputer,Ethiopia,1978,5906,185,True
2645,123456776,Kirlosker Service Center,99989,s3-supercomputer,Sri Lanka,1984,3968,232,True
2646,123456771,My SQ Man,99999,s7-supercomputer,Libyan Arab Jamahiriya,1982,1426,176,False
2647,123456778,Name IT,99991,s6-supercomputer,Norway,2014,4825,497,True
2648,123456785,My SQ Man,99990,s3-supercomputer,Algeria,1980,162,521,True
2649,123456786,Pryianka Ji,99991,s7-supercomputer,Malaysia,1978,4264,118,False
2650,123456775,Kirlosker Service Center,99992,s9-supercomputer,Bulgaria,1973,7703,348,True
2651,123456771,Name IT,99997,s6-supercomputer,Ireland,1977,8262,662,False
2652,123456786,Name IT,99998,s11-supercomputer,Monaco,1999,7160,423,False
2653,123456789,GitHub,99993,s1-supercomputer,Azerbaijan,2001,7120,430,True
2654,123456787,ABC Dogma,99993,s6-supercomputer,Spain,2014,6819,239,False
2655,123456784,Loolo INC,99987,s5-supercomputer,Kiribati,1974,8796,414,True
2656,123456788,ABC Dogma,99985,s8-supercomputer,Germany,2012,3149,255,True
2657,123456783,Pryianka Ji,99995,s8-supercomputer,Tajikistan,1975,4050,498,False
2658,123456788,Will LLC,99998,s4-supercomputer,Singapore,1971,8565,162,False
2659,123456783,GitHub,99986,s2-supercomputer,Estonia,1971,2514,626,False
2660,123456789,Loolo INC,99980,s6-supercomputer,Lesotho,2018,8752,273,True
2661,123456772,Super Sexy Dingo,99997,s1-supercomputer,Malaysia,2009,3393,369,True
2662,123456784,Gen Power,99982,s6-supercomputer,Nicaragua,1993,2481,206,True
2663,123456774,Name IT,99991,s2-supercomputer,Cocos (Keeling) Islands,2004,2035,479,False
2664,123456786,Gen Power,99994,s4-supercomputer,Palestinian Territory,1976,2003,100,False
2665,123456774,SAS Web Tec,99993,s9-supercomputer,Grenada,2003,4030,190,False
2666,123456777,Loolo INC,99991,s6-supercomputer,French Polynesia,1991,3633,678,True
2667,123456772,ABC Dogma,99985,s3-supercomputer,Bosnia and Herzegovina,1992,8731,568,False
2668,123456786,SAS Web Tec,99985,s3-supercomputer,Slovenia,1990,1426,241,True
2669,123456784,Loolo INC,99981,s2-supercomputer,Niue,1974,1725,177,True
2670,123456785,Will LLC,99987,s7-supercomputer,Austria,2019,6725,325,False
2671,123456789,Name IT,99995,s4-supercomputer,Kiribati,1972,8892,336,True
2672,123456773,GitHub,99986,s2-supercomputer,Uzbekistan,2002,6743,492,True
2673,123456770,Name IT,99982,s7-supercomputer,Lithuania,2014,6167,439,False
2674,123456788,Pryianka Ji,99985,s11-supercomputer,Mauritius,2003,4738,254,True
2675,123456785,Will LLC,99992,s4-supercomputer,France,2005,1569,640,False
2676,123456784,GitHub,99986,s8-supercomputer,Yemen,2004,1234,161,False
2677,123456775,Will LLC,99986,s2-supercomputer,Denmark,2002,423,437,True
2678,123456771,Kirlosker Service Center,99987,s4-supercomputer,Uganda,1972,7756,367,True
2679,123456785,My SQ Man,99992,s11-supercomputer,Papua New Guinea,1975,5799,219,True
2680,123456773,My SQ Man,99986,s4-supercomputer,Jordan,1999,7620,145,True
2681,123456787,Gen Power,99994,s5-supercomputer,Andorra,1972,4989,340,True
2682,123456778,Loolo INC,99985,s5-supercomputer,Niger,2010,3818,275,False
2683,123456782,Kirlosker Service Center,99985,s3-supercomputer,Solomon Islands,2016,5347,39,False
2684,123456785,Name IT,99999,s3-supercomputer,Guatemala,1973,4122,310,True
2685,123456788,Name IT,99991,s11-supercomputer,Guam,2002,5623,219,False
2686,123456774,Kulas Inc,99999,s10-supercomputer,Vanuatu,1981,9298,251,True
2687,123456787,Pryianka Ji,99996,s1-supercomputer,Mali,1978,2459,27,False
2688,123456784,My SQ Man,99983,s2-supercomputer,Libyan Arab Jamahiriya,2000,2310,82,False
2689,123456777,Pryianka Ji,99997,s2-supercomputer,Algeria,1977,5350,301,False
2690,123456788,GitHub,99992,s7-supercomputer,Falkland Islands (Malvinas),1986,3156,201,True
2691,123456783,My SQ Man,99985,s3-supercomputer,Korea,1987,8256,304,False
2692,123456777,Kirlosker Service Center,99993,s6-supercomputer,Norway,2009,9593,66,False
2693,123456782,Pryianka Ji,99995,s10-supercomputer,Falkland Islands (Malvinas),2005,232,476,False
2694,123456774,Kirlosker Service Center,99999,s8-supercomputer,Uzbekistan,2018,6061,255,False
2695,123456770,ABC Dogma,99982,s10-supercomputer,Jamaica,2001,9324,651,False
2696,123456789,Super Sexy Dingo,99985,s4-supercomputer,United Kingdom,1970,6319,375,False
2697,123456785,Name IT,99990,s7-supercomputer,Korea,2003,8479,113,True
2698,123456775,Loolo INC,99982,s10-supercomputer,Swaziland,1993,9711,275,True
2699,123456784,Kirlosker Service Center,99981,s10-supercomputer,Saint Helena,1973,9482,288,True
2700,123456785,Loolo INC,99998,s6-supercomputer,Chad,1980,8180,342,False
2701,123456786,Gen Power,99997,s8-supercomputer,Bhutan,1975,2082,387,False
2702,123456789,Pryianka Ji,99985,s6-supercomputer,French Polynesia,1977,6351,383,False
2703,123456773,Kulas Inc,99985,s1-supercomputer,Malaysia,1990,3534,488,True
2704,123456772,Super Sexy Dingo,99986,s5-supercomputer,Micronesia,2012,2046,119,False
2705,123456785,SAS Web Tec,99997,s10-supercomputer,Anguilla,1992,3808,375,True
2706,123456786,GitHub,99991,s6-supercomputer,Saint Martin,2005,6931,700,False
2707,123456783,GitHub,99980,s1-supercomputer,Malta,1992,6459,259,True
2708,123456772,ABC Dogma,99998,s4-supercomputer,Northern Mariana Islands,2007,5230,26,True
2709,123456775,Name IT,99981,s8-supercomputer,Yemen,1983,8493,657,True
2710,123456778,Kirlosker Service Center,99995,s7-supercomputer,Greenland,1994,8499,32,True
2711,123456780,Kirlosker Service Center,99999,s6-supercomputer,Panama,1978,6520,578,True
2712,123456787,Will LLC,99980,s10-supercomputer,Serbia,1976,6757,439,False
2713,123456780,GitHub,99980,s3-supercomputer,French Southern Territories,2007,7247,257,True
2714,123456786,Pryianka Ji,99993,s5-supercomputer,Tokelau,1993,4377,84,False
2715,123456784,Will LLC,99990,s1-supercomputer,Singapore,1999,6297,258,True
2716,123456777,Kirlosker Service Center,99993,s5-supercomputer,Heard Island and McDonald Islands,1976,2946,425,False
2717,123456773,Will LLC,99997,s2-supercomputer,Lithuania,1975,9436,306,True
2718,123456776,Kulas Inc,99992,s6-supercomputer,Pakistan,1997,1457,290,True
2719,123456780,ABC Dogma,99992,s5-supercomputer,Belize,2018,8517,461,False
2720,123456783,Kirlosker Service Center,99985,s7-supercomputer,Isle of Man,2019,4251,672,False
2721,123456784,Kulas Inc,99981,s5-supercomputer,Switzerland,1982,3262,642,False
2722,123456784,Kulas Inc,99985,s2-supercomputer,Turks and Caicos Islands,1985,5439,58,False
2723,123456777,Gen Power,99981,s9-supercomputer,Malaysia,2012,3333,137,False
2724,123456783,Loolo INC,99983,s6-supercomputer,Cape Verde,2016,9172,47,True
2725,123456782,SAS Web Tec,99987,s1-supercomputer,China,2007,4299,321,False
2726,123456775,Will LLC,99990,s6-supercomputer,Bangladesh,1994,5589,291,True
2727,123456784,Kirlosker Service Center,99994,s5-supercomputer,Malawi,2015,1814,137,False
2728,123456784,Super Sexy Dingo,99982,s4-supercomputer,Vanuatu,2016,5239,640,False
2729,123456788,Kulas Inc,99985,s4-supercomputer,Mozambique,1972,907,81,True
2730,123456786,Pryianka Ji,99994,s9-supercomputer,Guatemala,1973,7246,540,False
2731,123456784,My SQ Man,99981,s8-supercomputer,Luxembourg,1993,2285,172,True
2732,123456773,Super Sexy Dingo,99986,s9-supercomputer,Anguilla,1987,7965,249,True
2733,123456775,Name IT,99998,s8-supercomputer,Netherlands,2005,1601,536,True
2734,123456776,ABC Dogma,99982,s2-supercomputer,Lebanon,1984,398,384,False
2735,123456786,Pryianka Ji,99985,s3-supercomputer,Korea,2009,5017,605,True
2736,123456787,Pryianka Ji,99981,s5-supercomputer,United Kingdom,1999,4815,629,False
2737,123456776,Pryianka Ji,99985,s11-supercomputer,Svalbard & Jan Mayen Islands,1990,9275,680,True
2738,123456789,Gen Power,99989,s3-supercomputer,Belarus,2004,3840,647,False
2739,123456789,GitHub,99991,s2-supercomputer,Djibouti,2004,1703,58,True
2740,123456784,SAS Web Tec,99991,s2-supercomputer,Liechtenstein,1976,1243,55,True
2741,123456789,Loolo INC,99999,s5-supercomputer,Isle of Man,1983,6024,196,True
2742,123456782,Loolo INC,99983,s11-supercomputer,Brunei Darussalam,1976,1988,233,False
2743,123456783,GitHub,99980,s9-supercomputer,Latvia,1979,5720,305,True
2744,123456778,Super Sexy Dingo,99991,s9-supercomputer,Mauritius,2019,1239,176,True
2745,123456785,Loolo INC,99985,s8-supercomputer,Lebanon,1987,5248,483,False
2746,123456785,Loolo INC,99981,s11-supercomputer,Australia,1975,2026,656,True
2747,123456786,Super Sexy Dingo,99993,s1-supercomputer,United States Virgin Islands,2010,2421,232,False
2748,123456770,My SQ Man,99983,s8-supercomputer,Seychelles,1978,6562,515,False
2749,123456771,Name IT,99999,s8-supercomputer,Nigeria,1971,2131,167,True
2750,123456789,My SQ Man,99980,s2-supercomputer,Azerbaijan,2004,1927,329,False
2751,123456789,My SQ Man,99987,s8-supercomputer,United Kingdom,1999,1149,342,False
2752,123456786,ABC Dogma,99991,s4-supercomputer,Belgium,1972,1575,665,True
2753,123456775,Name IT,99998,s9-supercomputer,Venezuela,1981,8973,206,False
2754,123456781,SAS Web Tec,99992,s7-supercomputer,Togo,1980,3020,23,True
2755,123456780,Loolo INC,99993,s1-supercomputer,Jamaica,2002,2733,162,True
2756,123456781,Will LLC,99997,s7-supercomputer,French Guiana,1991,7544,508,False
2757,123456775,Kirlosker Service Center,99994,s2-supercomputer,Dominican Republic,2009,3634,34,True
2758,123456783,Kulas Inc,99986,s4-supercomputer,Isle of Man,2016,6863,668,False
2759,123456776,Super Sexy Dingo,99997,s10-supercomputer,Bangladesh,1995,2051,472,False
2760,123456782,SAS Web Tec,99999,s4-supercomputer,Palestinian Territory,2008,9870,538,True
2761,123456779,Super Sexy Dingo,99987,s5-supercomputer,Netherlands Antilles,2001,9209,32,False
2762,123456780,Will LLC,99998,s2-supercomputer,Syrian Arab Republic,2008,823,82,True
2763,123456780,My SQ Man,99985,s10-supercomputer,Azerbaijan,2010,4163,506,True
2764,123456788,GitHub,99990,s11-supercomputer,India,2011,5648,176,False
2765,123456782,SAS Web Tec,99995,s1-supercomputer,Tonga,1989,1710,259,False
2766,123456770,GitHub,99994,s9-supercomputer,Cocos (Keeling) Islands,2008,494,277,True
2767,123456774,Loolo INC,99985,s6-supercomputer,Belgium,2003,6296,180,True
2768,123456789,GitHub,99994,s5-supercomputer,Romania,1992,2083,353,True
2769,123456777,Will LLC,99994,s5-supercomputer,Angola,1989,7171,387,False
2770,123456785,Kulas Inc,99991,s11-supercomputer,Somalia,1970,8431,354,True
2771,123456788,Kirlosker Service Center,99999,s6-supercomputer,Ghana,2019,1198,130,False
2772,123456779,Super Sexy Dingo,99985,s3-supercomputer,Andorra,1989,2112,598,False
2773,123456787,Will LLC,99986,s9-supercomputer,Macedonia,2018,6320,45,True
2774,123456787,My SQ Man,99983,s8-supercomputer,Zimbabwe,2000,8469,197,False
2775,123456780,Kulas Inc,99990,s5-supercomputer,Bangladesh,2014,9367,476,True
2776,123456775,Will LLC,99982,s8-supercomputer,Holy See (Vatican City State),1991,2718,152,False
2777,123456778,Super Sexy Dingo,99987,s6-supercomputer,Grenada,2001,6253,585,True
2778,123456789,Name IT,99991,s4-supercomputer,Australia,2010,6766,552,False
2779,123456785,Kulas Inc,99994,s6-supercomputer,Azerbaijan,1984,2818,211,False
2780,123456788,Kulas Inc,99983,s10-supercomputer,Slovakia (Slovak Republic),1973,819,643,True
2781,123456784,Loolo INC,99985,s3-supercomputer,Saint Vincent and the Grenadines,1973,7379,578,True
2782,123456784,Pryianka Ji,99982,s11-supercomputer,Angola,1993,2868,614,False
2783,123456770,Pryianka Ji,99995,s6-supercomputer,Guadeloupe,1998,443,112,False
2784,123456772,ABC Dogma,99994,s1-supercomputer,Namibia,1975,1618,391,False
2785,123456789,ABC Dogma,99981,s4-supercomputer,Benin,2018,7902,586,False
2786,123456785,Loolo INC,99999,s7-supercomputer,Libyan Arab Jamahiriya,1996,4757,126,False
2787,123456788,SAS Web Tec,99995,s10-supercomputer,Macedonia,1972,5395,171,False
2788,123456784,Kulas Inc,99982,s2-supercomputer,Barbados,1985,8878,131,True
